Session,CCS,Arrival,Departure,Stay (min),Energy (Wh),Pmax (W),Preq_max (W),"Controlled session (0=False, 1=True)",TotalCapacity,BulkCapacity,SOC arrival,SOC departure,Energy capacity (Wh)
1754,CCS2,5/15/2023 9:07,5/15/2023 9:42,36,15410.0,54159,57333,0,10000,8000,51,98,31148
1805,CCS2,6/13/2023 12:33,6/13/2023 13:08,36,48930.0,138891,176505,1,10000,8000,14,91,60368
39,CCS1,4/22/2022 13:51,4/22/2022 14:27,37,21999.0,68331,110514,0,50000,40000,46,91,46442
74,CCS1,5/17/2022 22:21,5/17/2022 22:57,37,52442.0,159621,353265,1,10000,8000,14,86,69194
130,CCS1,6/4/2022 9:59,6/4/2022 10:35,37,49937.0,165528,192417,1,80300,64239,22,80,81795
156,CCS1,6/8/2022 10:19,6/8/2022 10:55,37,51741.0,155061,353265,1,10000,8000,20,85,75621
216,CCS1,6/19/2022 14:18,6/19/2022 14:54,37,47664.0,160050,353265,1,10000,8000,28,91,71874
220,CCS1,6/20/2022 15:43,6/20/2022 16:19,37,50133.0,160320,353265,1,10000,8000,27,91,74416
349,CCS1,10/22/2022 21:17,10/22/2022 21:53,37,37651.0,156246,353265,1,10000,8000,46,94,74533
353,CCS1,10/23/2022 16:12,10/23/2022 16:48,37,37038.0,101844,160245,1,10000,8000,21,73,67666
363,CCS1,10/24/2022 18:02,10/24/2022 18:38,37,43164.0,84618,367872,1,10000,8000,5,56,80404
369,CCS1,10/25/2022 18:15,10/25/2022 18:51,37,45960.0,157962,353265,1,10000,8000,28,91,69305
437,CCS1,11/4/2022 23:43,11/5/2022 0:19,37,56496.0,148530,225444,1,10000,8000,21,80,90968
468,CCS1,11/7/2022 15:22,11/7/2022 15:58,37,50220.0,128535,353265,1,10000,8000,18,82,74534
548,CCS1,11/18/2022 11:22,11/18/2022 11:58,37,47603.0,120780,160245,0,10000,8000,16,80,70661
573,CCS1,11/22/2022 10:47,11/22/2022 11:23,37,17278.0,54537,57480,0,10000,8000,44,99,29844
591,CCS1,12/5/2022 10:06,12/5/2022 10:42,37,33410.0,71076,160245,0,10000,8000,35,80,70532
595,CCS1,12/6/2022 5:57,12/6/2022 6:33,37,17818.0,44121,179418,1,10000,8000,66,96,56424
646,CCS1,2/27/2023 10:59,2/27/2023 11:35,37,33766.0,71370,353265,1,10000,8000,42,82,80194
760,CCS1,3/25/2023 16:30,3/25/2023 17:06,37,39449.0,94986,179418,1,10000,8000,6,75,54314
788,CCS1,3/30/2023 17:27,3/30/2023 18:03,37,54882.0,156381,353265,1,10000,8000,12,83,73444
813,CCS1,4/4/2023 12:23,4/4/2023 12:59,37,3454.0,115848,177540,1,10000,8000,51,54,109377
822,CCS1,4/5/2023 6:53,4/5/2023 7:29,37,12066.0,24894,353265,1,10000,8000,84,94,114742
859,CCS1,4/14/2023 17:34,4/14/2023 18:10,37,45493.0,145677,353265,1,10000,8000,28,89,70850
890,CCS1,4/21/2023 6:12,4/21/2023 6:48,37,49532.0,109287,225444,1,10000,8000,18,75,82539
926,CCS1,5/10/2023 12:28,5/10/2023 13:04,37,49276.9,150669,177540,1,10000,8000,52,99,99602
1182,CCS2,4/27/2022 14:31,4/27/2022 15:07,37,33353.0,89469,109479,0,50000,40000,33,83,63371
1225,CCS2,6/4/2022 14:59,6/4/2022 15:35,37,43306.0,114531,159210,0,10000,8000,27,85,70932
1270,CCS2,6/16/2022 16:27,6/16/2022 17:03,37,46753.0,111909,120222,0,10000,8000,9,63,82235
1332,CCS2,8/12/2022 16:43,8/12/2022 17:19,37,53892.0,166068,176505,1,10000,8000,42,100,88271
1388,CCS2,10/23/2022 19:09,10/23/2022 19:45,37,27867.0,61008,223872,1,10000,8000,26,80,49025
1422,CCS2,10/31/2022 13:37,10/31/2022 14:13,37,41971.0,111312,137406,1,10000,8000,38,100,64310
1582,CCS2,3/6/2023 12:05,3/6/2023 12:41,37,34915.0,84168,352230,1,10000,8000,45,89,75385
1583,CCS2,3/7/2023 9:08,3/7/2023 9:44,37,27592.0,59982,223872,1,10000,8000,49,82,79432
1628,CCS2,3/25/2023 15:05,3/25/2023 15:41,37,17673.0,39456,120222,1,10000,8000,42,64,76315
1739,CCS2,5/11/2023 18:27,5/11/2023 19:03,37,49552.0,171447,191382,1,76900,61520,12,73,77171
1756,CCS2,5/16/2023 18:48,5/16/2023 19:24,37,37983.0,86706,223872,1,10000,8000,30,80,72168
1776,CCS2,5/23/2023 18:29,5/23/2023 19:05,37,32620.0,64047,352230,1,10000,8000,20,61,75583
1819,CCS2,6/18/2023 14:59,6/18/2023 15:35,37,15689.0,54306,57333,1,10000,8000,51,98,31712
1830,CCS2,6/21/2023 10:06,6/21/2023 10:42,37,41637.0,151491,276972,1,10000,8000,49,98,80725
79,CCS1,5/19/2022 11:40,5/19/2022 12:17,38,48668.0,150546,225444,1,10000,8000,36,90,85604
172,CCS1,6/10/2022 12:51,6/10/2022 13:28,38,35905.0,155142,192417,1,80440,64352,48,88,85274
179,CCS1,6/11/2022 11:30,6/11/2022 12:07,38,56467.0,157848,353265,1,10000,8000,12,88,70584
295,CCS1,10/14/2022 14:47,10/14/2022 15:24,38,20746.0,67554,110514,1,50000,40000,49,94,43797
330,CCS1,10/19/2022 13:52,10/19/2022 14:29,38,24928.0,56325,58500,0,10000,8000,17,96,29977
373,CCS1,10/26/2022 12:11,10/26/2022 12:48,38,39774.0,89574,160245,0,10000,8000,24,80,67474
385,CCS1,10/28/2022 12:50,10/28/2022 13:27,38,49979.0,156333,353265,1,10000,8000,24,90,71939
422,CCS1,11/3/2022 9:16,11/3/2022 9:53,38,29711.0,86931,192417,1,79900,63920,58,90,88205
426,CCS1,11/3/2022 18:36,11/3/2022 19:13,38,36802.0,96219,353265,1,10000,8000,46,94,72852
637,CCS1,2/25/2023 15:18,2/25/2023 15:55,38,58590.0,155514,353265,1,10000,8000,11,84,76247
702,CCS1,3/14/2023 7:04,3/14/2023 7:41,38,25157.0,50526,179418,1,10000,8000,35,79,54316
705,CCS1,3/14/2023 18:31,3/14/2023 19:08,38,43664.0,96900,192417,1,77800,62240,26,77,81335
714,CCS1,3/15/2023 20:15,3/15/2023 20:52,38,34580.0,80796,353265,1,10000,8000,49,92,76398
796,CCS1,3/31/2023 19:36,3/31/2023 20:13,38,47188.0,144663,353265,1,10000,8000,27,89,72304
807,CCS1,4/3/2023 10:33,4/3/2023 11:10,38,50047.0,119964,138441,0,10000,8000,26,86,79241
858,CCS1,4/14/2023 15:52,4/14/2023 16:29,38,26782.0,71169,142737,0,10000,8000,35,81,55311
931,CCS1,5/11/2023 13:21,5/11/2023 13:58,38,23475.0,60216,275928,1,10000,8000,47,78,71916
942,CCS1,5/14/2023 15:17,5/14/2023 15:54,38,47179.0,98838,353265,1,10000,8000,17,82,68954
961,CCS1,5/19/2023 21:40,5/19/2023 22:17,38,57286.0,158895,353265,1,10000,8000,15,89,73543
973,CCS1,5/22/2023 14:36,5/22/2023 15:13,38,25959.0,70860,353265,1,10000,8000,70,100,82204
1002,CCS1,6/8/2023 18:40,6/8/2023 19:17,38,47486.0,157572,353265,1,10000,8000,26,92,68351
1041,CCS1,6/18/2023 1:11,6/18/2023 1:48,38,74326.0,173661,250149,1,10000,8000,15,80,108630
1102,CCS1,6/29/2023 1:04,6/29/2023 1:41,38,60657.0,162855,353265,1,10000,8000,5,81,75821
1116,CCS1,7/1/2023 16:11,7/1/2023 16:48,38,43690.0,114924,353265,1,10000,8000,34,87,78312
1281,CCS2,6/18/2022 22:44,6/18/2022 23:21,38,33532.0,126507,176505,1,10000,8000,52,100,66365
1323,CCS2,8/10/2022 22:36,8/10/2022 23:13,38,33038.0,66531,352230,1,10000,8000,37,82,69747
1437,CCS2,11/2/2022 21:45,11/2/2022 22:22,38,40653.0,86811,223872,1,10000,8000,27,80,72869
1505,CCS2,11/20/2022 15:56,11/20/2022 16:33,38,15321.0,31674,98739,0,22800,18240,41,67,55971
1540,CCS2,2/24/2023 18:23,2/24/2023 19:00,38,34375.0,69222,352230,1,10000,8000,41,84,75945
1580,CCS2,3/5/2023 13:48,3/5/2023 14:25,38,51125.0,158202,352230,1,10000,8000,21,89,71425
1597,CCS2,3/13/2023 21:05,3/13/2023 21:42,38,42382.0,97293,137406,0,10000,8000,30,89,68242
1616,CCS2,3/21/2023 10:42,3/21/2023 11:19,38,26937.0,60705,92595,0,10000,8000,26,58,79969
1630,CCS2,3/25/2023 17:21,3/25/2023 17:58,38,45316.0,160167,352230,1,10000,8000,14,77,68334
1685,CCS2,4/8/2023 10:33,4/8/2023 11:10,38,6058.0,51066,56445,0,10000,8000,81,99,31973
1811,CCS2,6/16/2023 10:33,6/16/2023 11:10,38,39831.0,112506,137406,0,10000,8000,41,100,64135
57,CCS1,4/27/2022 15:17,4/27/2022 15:55,39,53463.0,155781,353265,1,10000,8000,22,92,72557
163,CCS1,6/8/2022 21:02,6/8/2022 21:40,39,18446.0,45042,275928,1,10000,8000,68,92,73015
194,CCS1,6/15/2022 21:50,6/15/2022 22:28,39,35029.0,95958,275928,1,10000,8000,31,77,72343
257,CCS1,7/18/2022 18:13,7/18/2022 18:51,39,43713.0,141729,222222,1,10000,8000,47,97,83038
365,CCS1,10/25/2022 9:26,10/25/2022 10:04,39,27058.0,68343,110514,1,50000,40000,29,89,42840
375,CCS1,10/26/2022 15:39,10/26/2022 16:17,39,33140.0,103803,192417,1,79900,63920,52,90,82850
473,CCS1,11/8/2022 9:36,11/8/2022 10:14,39,33086.0,64344,160245,0,10000,8000,25,72,66890
571,CCS1,11/21/2022 18:32,11/21/2022 19:10,39,24737.0,65649,138441,1,10000,8000,1,100,23738
584,CCS1,11/23/2022 14:14,11/23/2022 14:52,39,29185.0,64947,110514,0,50000,40000,22,86,43321
592,CCS1,12/5/2022 18:26,12/5/2022 19:04,39,41438.0,108177,353265,1,10000,8000,37,89,75704
770,CCS1,3/27/2023 20:25,3/27/2023 21:03,39,56279.0,128259,160245,0,10000,8000,7,80,73240
803,CCS1,4/2/2023 10:58,4/2/2023 11:36,39,48137.7,153666,353265,1,10000,8000,31,89,78846
900,CCS1,4/22/2023 18:31,4/22/2023 19:09,39,40678.0,81912,224907,1,10000,8000,28,80,74316
946,CCS1,5/14/2023 22:10,5/14/2023 22:48,39,31837.0,66096,224907,1,10000,8000,50,90,75613
947,CCS1,5/16/2023 18:17,5/16/2023 18:55,39,34012.0,111456,225444,1,10000,8000,54,88,95034
953,CCS1,5/17/2023 14:53,5/17/2023 15:31,39,54865.0,157908,353265,1,10000,8000,18,87,75528
960,CCS1,5/19/2023 17:41,5/19/2023 18:19,39,50521.0,163566,271632,1,10000,8000,45,90,106655
1051,CCS1,6/19/2023 21:04,6/19/2023 21:42,39,43608.0,84852,93630,0,10000,8000,8,74,62769
1166,CCS2,4/23/2022 11:16,4/23/2022 11:54,39,11735.0,53070,122046,0,42000,33600,73,99,42878
1227,CCS2,6/4/2022 17:45,6/4/2022 18:23,39,42294.0,115302,178383,1,10000,8000,10,80,57399
1303,CCS2,7/16/2022 11:22,7/16/2022 12:00,39,55786.0,142983,159210,0,10000,8000,14,87,72598
1318,CCS2,8/3/2022 20:02,8/3/2022 20:40,39,22184.0,54660,178383,1,10000,8000,63,100,56959
1322,CCS2,8/10/2022 21:14,8/10/2022 21:52,39,59124.0,148347,224409,1,10000,8000,16,80,87762
1345,CCS2,10/14/2022 19:15,10/14/2022 19:53,39,36579.0,85593,223872,1,10000,8000,32,80,72396
1350,CCS2,10/15/2022 18:38,10/15/2022 19:16,39,33620.0,83355,251262,1,10000,8000,18,82,49897
1424,CCS2,10/31/2022 17:45,10/31/2022 18:23,39,35249.0,116958,223872,1,10000,8000,11,80,48531
1518,CCS2,11/23/2022 18:20,11/23/2022 18:58,39,26011.0,55707,221187,1,10000,8000,67,95,88252
1552,CCS2,2/27/2023 9:09,2/27/2023 9:47,39,16148.0,53673,57801,0,10000,8000,64,98,45119
1573,CCS2,3/3/2023 18:07,3/3/2023 18:45,39,27196.0,55284,57801,1,10000,8000,11,82,36389
1654,CCS2,3/30/2023 13:52,3/30/2023 14:30,39,53650.0,157428,222261,1,10000,8000,50,64,364054
1846,CCS2,6/24/2023 16:10,6/24/2023 16:48,39,38958.0,107448,140628,0,10000,8000,46,100,68537
1849,CCS2,6/24/2023 21:33,6/24/2023 22:11,39,49510.0,155715,231930,1,10000,8000,13,93,58793
1852,CCS2,6/25/2023 20:20,6/25/2023 20:58,39,46803.0,155130,223872,1,10000,8000,21,82,72890
22,CCS1,4/17/2022 16:41,4/17/2022 17:20,40,30240.0,77067,192417,1,80500,64400,56,90,84494
83,CCS1,5/19/2022 21:18,5/19/2022 21:57,40,37951.0,100392,121257,0,10000,8000,45,90,80119
199,CCS1,6/16/2022 18:18,6/16/2022 18:57,40,45582.0,144393,160245,1,10000,8000,17,75,74660
251,CCS1,7/17/2022 14:36,7/17/2022 15:15,40,37027.0,134382,229743,1,10000,8000,33,100,52501
267,CCS1,8/4/2022 12:24,8/4/2022 13:03,40,27481.0,87723,93630,0,10000,8000,53,87,76785
269,CCS1,8/10/2022 18:03,8/10/2022 18:42,40,57789.0,149670,225444,1,10000,8000,20,82,88548
309,CCS1,10/15/2022 17:15,10/15/2022 17:54,40,26537.0,85872,123081,1,42000,33600,19,90,35507
390,CCS1,10/28/2022 20:03,10/28/2022 20:42,40,57166.0,159093,353265,1,10000,8000,12,89,70529
417,CCS1,11/2/2022 9:09,11/2/2022 9:48,40,38992.0,81588,160245,0,10000,8000,25,80,67350
456,CCS1,11/6/2022 12:46,11/6/2022 13:25,40,25560.0,62712,93630,0,10000,8000,47,82,69357
465,CCS1,11/7/2022 9:44,11/7/2022 10:23,40,63155.0,157194,222222,1,10000,8000,13,90,77919
542,CCS1,11/17/2022 15:16,11/17/2022 15:55,40,37891.0,75111,160245,1,10000,8000,27,80,67918
626,CCS1,2/21/2023 8:41,2/21/2023 9:20,40,23190.0,46569,252297,1,10000,8000,53,90,59542
673,CCS1,3/4/2023 15:32,3/4/2023 16:11,40,26042.0,77439,142737,1,10000,8000,47,91,56214
712,CCS1,3/15/2023 17:18,3/15/2023 17:57,40,22702.0,54822,58368,1,10000,8000,24,92,31716
728,CCS1,3/17/2023 17:32,3/17/2023 18:11,40,46160.0,99549,224907,1,10000,8000,23,82,74325
753,CCS1,3/23/2023 18:09,3/23/2023 18:48,40,22915.0,54786,160245,1,10000,8000,69,99,72540
780,CCS1,3/29/2023 14:56,3/29/2023 15:35,40,50937.0,153816,353265,1,10000,8000,24,88,75610
794,CCS1,3/31/2023 12:32,3/31/2023 13:11,40,40997.0,92976,222222,1,10000,8000,40,90,77894
800,CCS1,4/1/2023 14:16,4/1/2023 14:55,40,40369.0,84180,353265,1,10000,8000,41,91,76701
856,CCS1,4/14/2023 11:46,4/14/2023 12:25,40,33469.0,95004,227514,1,10000,8000,43,80,85934
899,CCS1,4/22/2023 17:47,4/22/2023 18:26,40,33422.0,73140,160245,1,10000,8000,43,90,67555
1035,CCS1,6/16/2023 13:52,6/16/2023 14:31,40,74367.0,173001,250149,1,10000,8000,24,89,108690
1040,CCS1,6/17/2023 10:53,6/17/2023 11:32,40,31485.0,82719,121257,0,10000,8000,51,88,80840
1064,CCS1,6/22/2023 17:58,6/22/2023 18:37,40,33225.0,84333,121257,0,10000,8000,46,85,80933
1079,CCS1,6/26/2023 6:46,6/26/2023 7:25,40,67880.0,173976,250149,1,10000,8000,30,89,109298
1174,CCS2,4/24/2022 20:36,4/24/2022 21:15,40,29266.0,61497,92595,0,10000,8000,29,67,73165
1199,CCS2,5/20/2022 12:09,5/20/2022 12:48,40,52668.0,145908,159210,0,10000,8000,21,90,72514
1206,CCS2,5/21/2022 18:55,5/21/2022 19:34,40,46119.0,129600,159210,0,10000,8000,32,92,73022
1218,CCS2,5/26/2022 5:40,5/26/2022 6:19,40,56727.0,139566,174624,1,10000,8000,13,97,64156
1222,CCS2,5/26/2022 15:20,5/26/2022 15:59,40,58245.0,156594,352230,1,10000,8000,11,85,74774
1326,CCS2,8/11/2022 17:48,8/11/2022 18:27,40,38897.0,150192,352230,1,10000,8000,38,87,75413
1359,CCS2,10/17/2022 17:49,10/17/2022 18:28,40,31093.0,64818,251262,1,10000,8000,30,90,49231
1367,CCS2,10/18/2022 18:42,10/18/2022 19:21,40,24474.0,55197,122046,1,42000,33600,21,89,34192
1446,CCS2,11/4/2022 17:30,11/4/2022 18:09,40,53270.0,109899,120222,0,10000,8000,10,72,81637
1453,CCS2,11/10/2022 15:57,11/10/2022 16:36,40,48029.0,114753,159210,1,10000,8000,15,80,70196
1541,CCS2,2/24/2023 20:42,2/24/2023 21:21,40,41026.0,89982,137406,1,10000,8000,31,89,67198
1681,CCS2,4/7/2023 16:03,4/7/2023 16:42,40,38943.0,111891,191382,1,76800,61440,32,80,77075
1724,CCS2,5/2/2023 13:53,5/2/2023 14:32,40,50378.0,167742,176505,1,10000,8000,45,100,87017
82,CCS1,5/19/2022 19:54,5/19/2022 20:34,41,70260.0,169470,177540,1,10000,8000,24,99,88996
238,CCS1,7/15/2022 14:49,7/15/2022 15:29,41,75700.0,161841,175659,1,10000,8000,5,92,82661
304,CCS1,10/15/2022 13:52,10/15/2022 14:32,41,34923.0,111564,232965,1,10000,8000,45,99,61439
485,CCS1,11/10/2022 8:58,11/10/2022 9:38,41,42220.0,123972,353265,1,10000,8000,42,95,75677
493,CCS1,11/11/2022 7:02,11/11/2022 7:42,41,63272.5,138399,222222,1,10000,8000,16,88,83485
507,CCS1,11/12/2022 18:25,11/12/2022 19:05,41,40555.0,100365,192417,1,79900,63920,38,83,85616
539,CCS1,11/16/2022 18:45,11/16/2022 19:25,41,51834.0,113241,121257,1,10000,8000,16,78,79423
578,CCS1,11/22/2022 18:50,11/22/2022 19:30,41,50620.0,145554,353265,1,10000,8000,23,89,72862
589,CCS1,11/24/2022 10:34,11/24/2022 11:14,41,40571.0,79113,160245,0,10000,8000,23,80,67618
614,CCS1,2/17/2023 23:27,2/18/2023 0:07,41,41473.0,94056,229743,1,10000,8000,21,94,53979
622,CCS1,2/19/2023 21:51,2/19/2023 22:31,41,45520.0,123402,353265,1,10000,8000,32,91,73295
633,CCS1,2/24/2023 15:53,2/24/2023 16:33,41,47929.0,141465,353265,1,10000,8000,33,90,79882
639,CCS1,2/25/2023 21:30,2/25/2023 22:10,41,45455.0,129000,353265,1,10000,8000,35,94,73203
661,CCS1,3/2/2023 11:06,3/2/2023 11:46,41,9768.0,55830,58836,0,10000,8000,80,99,48840
710,CCS1,3/15/2023 15:16,3/15/2023 15:56,41,26640.0,74871,110514,1,50000,40000,34,94,42180
729,CCS1,3/17/2023 20:08,3/17/2023 20:48,41,51515.0,156699,353265,1,10000,8000,23,92,70926
764,CCS1,3/26/2023 12:33,3/26/2023 13:13,41,56630.0,157248,353265,1,10000,8000,12,89,69868
802,CCS1,4/1/2023 18:40,4/1/2023 19:20,41,56677.0,156777,353265,1,10000,8000,13,89,70846
839,CCS1,4/7/2023 15:45,4/7/2023 16:25,41,28082.0,50616,353265,1,10000,8000,57,89,83342
864,CCS1,4/15/2023 16:44,4/15/2023 17:24,41,23069.0,54399,58368,0,10000,8000,18,91,30017
893,CCS1,4/21/2023 15:09,4/21/2023 15:49,41,31550.0,111765,192417,1,79700,63760,54,90,83257
933,CCS1,5/11/2023 19:26,5/11/2023 20:06,41,50983.0,146976,353265,1,10000,8000,17,86,70194
1031,CCS1,6/15/2023 14:18,6/15/2023 14:58,41,45944.0,98664,353265,1,10000,8000,25,89,68198
1050,CCS1,6/19/2023 20:20,6/19/2023 21:00,41,39464.0,111126,121257,0,10000,8000,38,85,79768
1056,CCS1,6/20/2023 19:43,6/20/2023 20:23,41,36786.3,91398,353265,1,10000,8000,8,84,45983
1085,CCS1,6/26/2023 22:06,6/26/2023 22:46,41,43552.0,114018,121257,0,10000,8000,32,84,79566
1145,CCS2,4/17/2022 13:32,4/17/2022 14:12,41,37957.0,72072,352230,1,10000,8000,37,83,78407
1194,CCS2,5/19/2022 11:57,5/19/2022 12:37,41,40644.0,112563,352230,1,10000,8000,29,85,68950
1290,CCS2,7/12/2022 17:29,7/12/2022 18:09,41,38022.0,84708,92595,0,10000,8000,28,80,69463
1334,CCS2,10/12/2022 21:58,10/12/2022 22:38,41,56394.0,150354,224409,1,10000,8000,25,84,90804
1418,CCS2,10/30/2022 13:34,10/30/2022 14:14,41,51245.0,124035,137406,1,10000,8000,17,89,67615
1492,CCS2,11/17/2022 18:35,11/17/2022 19:15,41,42864.0,89178,223872,1,10000,8000,24,80,72716
1530,CCS2,2/16/2023 9:28,2/16/2023 10:08,41,47044.0,128514,270597,1,10000,8000,31,72,109031
1549,CCS2,2/26/2023 16:02,2/26/2023 16:42,41,17708.0,34356,251262,1,10000,8000,55,87,52571
1587,CCS2,3/7/2023 17:09,3/7/2023 17:49,41,19924.0,52170,228708,1,10000,8000,53,86,57357
1590,CCS2,3/8/2023 19:21,3/8/2023 20:01,41,56036.0,134196,223872,1,10000,8000,11,82,74978
1647,CCS2,3/29/2023 11:48,3/29/2023 12:28,41,23110.0,70524,191382,1,77400,61920,30,58,78409
1663,CCS2,4/2/2023 15:07,4/2/2023 15:47,41,17793.0,55035,57333,1,10000,8000,44,99,30733
1673,CCS2,4/5/2023 16:16,4/5/2023 16:56,41,52478.0,119157,137406,0,10000,8000,20,96,65598
1729,CCS2,5/9/2023 17:46,5/9/2023 18:26,41,32984.0,65055,120222,1,10000,8000,40,80,78337
1873,CCS2,7/3/2023 18:19,7/3/2023 18:59,41,47691.0,126165,137406,1,10000,8000,29,98,65662
23,CCS1,4/17/2022 21:21,4/17/2022 22:02,42,43909.0,106254,229743,1,10000,8000,16,98,50870
31,CCS1,4/20/2022 10:40,4/20/2022 11:21,42,68207.0,169704,177540,1,10000,8000,24,100,85259
85,CCS1,5/20/2022 9:17,5/20/2022 9:58,42,52145.0,145422,260826,1,10000,8000,31,100,71794
108,CCS1,5/23/2022 16:15,5/23/2022 16:56,42,73247.0,167019,177540,1,10000,8000,20,98,89211
230,CCS1,7/13/2022 22:19,7/13/2022 23:00,42,31919.0,78759,179418,1,10000,8000,40,95,55133
231,CCS1,7/14/2022 6:02,7/14/2022 6:43,42,59292.0,148524,225444,1,10000,8000,19,86,84071
287,CCS1,10/13/2022 11:18,10/13/2022 11:59,42,54152.0,158502,353265,1,10000,8000,24,90,77946
334,CCS1,10/20/2022 14:17,10/20/2022 14:58,42,56248.0,160473,353265,1,10000,8000,21,90,77443
347,CCS1,10/22/2022 17:43,10/22/2022 18:24,42,40542.0,86751,160245,0,10000,8000,35,90,70027
362,CCS1,10/24/2022 14:56,10/24/2022 15:37,42,52818.0,147582,353265,1,10000,8000,18,89,70662
442,CCS1,11/5/2022 13:02,11/5/2022 13:43,42,29206.0,63054,93630,0,10000,8000,37,78,67672
450,CCS1,11/5/2022 21:47,11/5/2022 22:28,42,24515.0,49218,224907,1,10000,8000,45,90,51754
704,CCS1,3/14/2023 12:05,3/14/2023 12:46,42,11950.0,29154,179418,1,10000,8000,80,99,59750
842,CCS1,4/8/2023 15:26,4/8/2023 16:07,42,71074.0,170673,177540,1,10000,8000,18,100,82332
876,CCS1,4/18/2023 9:12,4/18/2023 9:53,42,24186.0,50697,224907,1,10000,8000,72,100,82030
880,CCS1,4/18/2023 19:01,4/18/2023 19:42,42,48761.0,128364,353265,1,10000,8000,30,89,78513
888,CCS1,4/20/2023 19:01,4/20/2023 19:42,42,59172.0,156747,353265,1,10000,8000,8,89,69399
985,CCS1,5/24/2023 8:23,5/24/2023 9:04,42,43584.0,103218,121257,0,10000,8000,29,82,78122
993,CCS1,5/30/2023 13:09,5/30/2023 13:50,42,41921.0,90126,224907,1,10000,8000,36,90,73736
1011,CCS1,6/9/2023 21:19,6/9/2023 22:00,42,58872.0,146148,160245,0,10000,8000,12,89,72634
1026,CCS1,6/14/2023 16:08,6/14/2023 16:49,42,37758.0,101691,110514,0,50000,40000,13,95,43744
1121,CCS1,7/2/2023 12:29,7/2/2023 13:10,42,27687.0,93534,353265,1,10000,8000,64,100,73063
1197,CCS2,5/19/2022 18:28,5/19/2022 19:09,42,60960.0,150102,366837,1,10000,8000,24,90,87745
1241,CCS2,6/7/2022 17:39,6/7/2022 18:20,42,46126.0,166470,174624,1,10000,8000,45,100,79672
1347,CCS2,10/15/2022 12:10,10/15/2022 12:51,42,39096.0,134574,224409,1,10000,8000,51,91,92853
1430,CCS2,11/1/2022 22:23,11/1/2022 23:04,42,44957.0,100344,120222,1,10000,8000,28,80,82133
1472,CCS2,11/12/2022 23:50,11/13/2022 0:31,42,29216.0,60912,92595,1,10000,8000,36,76,69371
1504,CCS2,11/20/2022 14:39,11/20/2022 15:20,42,29207.0,61401,92595,0,10000,8000,18,54,77053
1557,CCS2,2/28/2023 9:05,2/28/2023 9:46,42,13906.0,54054,57801,0,10000,8000,69,99,44021
1824,CCS2,6/19/2023 16:33,6/19/2023 17:14,42,61878.0,173610,249114,1,10000,8000,40,95,106880
1828,CCS2,6/20/2023 19:10,6/20/2023 19:51,42,53141.0,156357,223872,1,10000,8000,11,80,73165
24,CCS1,4/18/2022 10:37,4/18/2022 11:19,43,46346.0,101997,353265,1,10000,8000,29,85,78623
64,CCS1,5/16/2022 16:19,5/16/2022 17:01,43,42514.0,136320,353265,1,10000,8000,46,95,82425
88,CCS1,5/20/2022 18:53,5/20/2022 19:35,43,59810.0,154296,224907,1,10000,8000,5,80,75759
92,CCS1,5/21/2022 12:52,5/21/2022 13:34,43,53765.0,157713,353265,1,10000,8000,25,95,72967
117,CCS1,5/25/2022 10:12,5/25/2022 10:54,43,36128.0,96306,353265,1,10000,8000,49,95,74612
122,CCS1,5/25/2022 20:18,5/25/2022 21:00,43,63484.0,166674,177540,1,10000,8000,33,100,90015
147,CCS1,6/6/2022 15:10,6/6/2022 15:52,43,55309.0,127716,192417,1,77640,62112,12,80,77269
212,CCS1,6/18/2022 20:53,6/18/2022 21:35,43,56737.0,160608,353265,1,10000,8000,15,94,68237
283,CCS1,10/12/2022 15:43,10/12/2022 16:25,43,47795.0,157314,353265,1,10000,8000,30,95,69854
345,CCS1,10/22/2022 12:25,10/22/2022 13:07,43,23359.0,49659,179418,1,10000,8000,55,96,54125
394,CCS1,10/29/2022 14:59,10/29/2022 15:41,43,27113.0,82413,232965,1,10000,8000,59,99,64377
418,CCS1,11/2/2022 9:50,11/2/2022 10:32,43,52357.0,123747,160245,1,10000,8000,15,87,69082
431,CCS1,11/4/2022 11:00,11/4/2022 11:42,43,52727.0,121137,138441,0,10000,8000,23,100,65053
461,CCS1,11/6/2022 16:59,11/6/2022 17:41,43,47537.0,103779,121257,1,10000,8000,24,80,80643
554,CCS1,11/19/2022 14:47,11/19/2022 15:29,43,58148.0,141438,353265,1,10000,8000,12,84,76723
555,CCS1,11/19/2022 15:36,11/19/2022 16:18,43,11590.0,40566,93630,0,10000,8000,81,97,68816
648,CCS1,2/27/2023 18:01,2/27/2023 18:43,43,34749.0,70125,353265,1,10000,8000,53,94,80536
682,CCS1,3/7/2023 14:12,3/7/2023 14:54,43,65201.0,169878,177540,1,10000,8000,22,100,79411
688,CCS1,3/8/2023 17:20,3/8/2023 18:02,43,52223.0,151980,353265,1,10000,8000,30,89,84088
694,CCS1,3/10/2023 6:09,3/10/2023 6:51,43,22113.0,59478,225444,1,10000,8000,68,92,87531
771,CCS1,3/28/2023 8:56,3/28/2023 9:38,43,21004.0,40740,353265,1,10000,8000,66,89,86756
805,CCS1,4/2/2023 14:16,4/2/2023 14:58,43,54967.0,157635,353265,1,10000,8000,20,92,72526
846,CCS1,4/9/2023 17:20,4/9/2023 18:02,43,38967.0,89613,271632,1,10000,8000,42,95,69847
